genes	log2FoldChange	pvalue	padj	mean_Baseline	mean_C3D1
MED31	0.0753935617585088	0.731800849084971	0.879291941012592	176.717548405513	185.194503687581
IDE	0.096724383607979	0.731981356476474	0.879338962972446	1697.06582700331	1814.15545883948
ICA1	-0.188545614285593	0.732206697529877	0.879496425871098	216.271895747883	187.456153340737
CAMK1D	0.149426481020738	0.732343452326535	0.879598196979731	666.087468101929	738.471228816621
HSPA4	-0.0739127512649164	0.732403706780629	0.879598196979731	3445.49467608291	3274.65577147974
THAP9	-0.0924355137501869	0.73243283947862	0.879598196979731	188.506242463029	177.833045509936
ZDHHC16	-0.0578048082755277	0.732808342270142	0.879935885891947	305.76572544842	294.255353954566
HECTD3	0.0911406209121596	0.733089786481587	0.879972474525656	305.376796240413	322.889083928764
LAMC2	0.215300961417933	0.732896767616095	0.879972474525656	8915.34173969104	10350.5650134522
RPS15AP12	0.143840106768659	0.733090152745074	0.879972474525656	22.7318961572078	24.4845778497876
EIF1AX	-0.0960475415955104	0.733296374594384	0.880125448635184	3541.10901344997	3313.58507533563
TRMT13	-0.0870586405017973	0.733420159526137	0.880160793411648	386.252076298899	364.562010914102
EIF4HP1	0.0621505440909225	0.734862140964997	0.88067531431541	288.897845393529	305.691363230918
FAM133DP	0.0921641594056261	0.734843551854801	0.88067531431541	31.7423908655984	34.3722631106634
GSTZ1	-0.113809827887033	0.73496322973418	0.88067531431541	156.542326898637	144.429479476268
IGKV1D-16	0.419866440662265	0.734981600741366	0.88067531431541	25.1414715394597	33.3152670237707
MLH3	0.0804052624036026	0.734534908768503	0.88067531431541	905.138604936525	958.608743947216
PRMT6	0.100448164063272	0.734305180904114	0.88067531431541	265.392769965571	284.759230234714
RPS18	0.119400798550345	0.734151895734658	0.88067531431541	19237.4489780968	20896.5401087723
SCARNA16	-0.148376816906717	0.734805657324545	0.88067531431541	371.81678164901	212.768981115628
SMAGP	-0.133317429183646	0.734612518934421	0.88067531431541	329.146866251947	297.999484882546
TNFSF9	0.196737244931135	0.734499050235542	0.88067531431541	104.60109386234	120.441043294792
TSPAN15	-0.156255815813787	0.734892044320674	0.88067531431541	290.431635935359	258.205271430601
ZFAS1	0.106448770217382	0.734717118064437	0.88067531431541	1242.89762801194	1339.35097663361
ZNF607	0.174344241022836	0.734448808118516	0.88067531431541	211.559595810796	239.186655712857
INVS	0.0777434013790753	0.735079085733859	0.880706492983327	415.310209545206	437.474546914086
TTC5	-0.0794174124745527	0.735206532496178	0.880775160270845	487.629152699258	463.714878237276
PTGFRN	0.112962617785976	0.735351131231807	0.880891834678405	4026.55793101397	4356.03917465593
HIF1A	0.115467215405037	0.735610933251196	0.880916793412059	7713.84281064429	8356.54870496002
NFYA	0.0649478879190655	0.735741964214452	0.880916793412059	849.497357819831	887.19472141125
NUS1P1	0.0616412590314764	0.735568729628677	0.880916793412059	88.8676827858371	94.2946945593514
FUT10	0.0912594109283931	0.736146008534686	0.881221742318273	221.249228307796	234.028691893618
SCAF4	-0.104712892491717	0.736197157929944	0.881226439603102	421.296268146064	391.422252589463
AVPR1A	-0.222023509366541	0.736292001384261	0.881283434626703	296.719505100067	254.779232277172
STOML2	-0.0788781664968484	0.736564884311598	0.881496969038893	1019.72289211187	965.459449785905
RBM12	0.0564637867616166	0.736694260723871	0.881542702220254	2552.28987069721	2657.36632339568
TCAIM	0.0934289289402334	0.736697582980849	0.881542702220254	561.076754511549	600.051058310529
BDKRB2	0.169783758318776	0.73685303054238	0.881672173768568	673.008791644974	756.490963601294
NHS	0.140259154509487	0.736902950218511	0.88167536875336	355.101689949664	392.191033562312
HPF1	-0.081822027263449	0.737092063393666	0.881815817247081	320.057184513279	303.856473520239
SLC19A2	0.102314676152533	0.737114850879956	0.881815817247081	471.315613255081	507.253466343034
EPM2AIP1	0.101553759725101	0.737305886986372	0.881965565660534	1001.17588895604	1074.0850678108
PRDX4	0.107130088329642	0.737334556500768	0.881965565660534	1423.27271578288	1533.06417656793
HDAC2	-0.071146745020086	0.737492054661476	0.881984345317127	1807.07912154225	1722.53473006096
METTL9	0.0756837437474097	0.737457712153623	0.881984345317127	1939.92866024823	2046.35816127292
MTMR3	0.0528871645011083	0.737474279005511	0.881984345317127	1616.80710995825	1677.29664391336
NDUFS2	-0.0734173381464467	0.737714013439363	0.882086182170804	1393.95132597427	1325.5098864069
RNU5F-1	-0.275919856971393	0.73767936439065	0.882086182170804	8.26621275180667	6.69676654580673
GOLGA7	0.0652267045815532	0.737934614585857	0.8822874292415	991.838028104453	1040.50410697228
KAT5	0.0556763626988485	0.738092656332715	0.882419846691982	395.355185083354	408.779670250631
PPM1L	0.120765453585612	0.738167321291316	0.882449162185498	698.149850914157	759.17603484376
HDDC2	0.0750773670212112	0.738306267109907	0.882505601452237	422.241129834441	443.745521618769
KANSL1	-0.0914479217097014	0.738386163973444	0.882544569545507	1577.38835619115	1480.44082634359
DHX57	-0.0857462269385516	0.738731250853846	0.882900476585715	686.960343199796	647.88292783765
MRPS21	0.0733930985480312	0.73899457761168	0.8831449047087	826.215497592503	870.657462202877
MRRF	-0.077170255005466	0.739086240568408	0.8831449047087	739.413007624727	701.990160522896
RABGGTB	0.0847729044641735	0.739169254246949	0.8831449047087	642.206594330249	682.016911909168
RPGR	0.0864325886351505	0.739049261395139	0.8831449047087	148.322768558893	158.624646442668
SLC7A6OS	0.0674765394376755	0.73917240738159	0.8831449047087	412.58802544312	432.497289273941
VPS13D	0.0801021467780995	0.739393424718123	0.883352410861142	4914.9293982574	5195.73485234508
IFITM3	-0.134690895992459	0.739490553011724	0.883355336994992	1361.33386020815	1239.86716731574
MPZL1	0.0870436975433526	0.739476549423518	0.883355336994992	3799.22303187952	4037.04520231547
KDELR2	0.0736340502058803	0.739764042265512	0.88343093856204	4440.02351597791	4665.83244897778
LYPD6B	-0.225232193222904	0.739790559805489	0.88343093856204	115.086138600467	98.0889379437275
NUDT16	-0.101070352476304	0.739934498480049	0.883449018792523	619.91172323749	578.332399420984
HACL1	-0.0986672023484478	0.740431752860759	0.883815994918697	271.165328663548	253.068743098283
HAUS1	-0.0780709969454512	0.740504149591506	0.883815994918697	379.024119777332	360.570731496473
SAMM50	0.0584629632256149	0.740498339670673	0.883815994918697	602.762951148035	626.698069295105
MUC15	-0.339713956249415	0.740789395849436	0.883888364124975	337.412608096332	266.802032863773
PRELID1P6	0.0789153038497964	0.740781358912981	0.883888364124975	73.2309066203124	73.3504339844678
TRIM56	-0.0807283206847441	0.74078606441287	0.883888364124975	1232.12775205073	1164.35806620497
DBTP1	-0.156737386477934	0.741105999409257	0.884040084015369	18.7663697347958	16.5501455441735
HSPA14	0.0704634639967294	0.74112499806473	0.884040084015369	378.979721024978	397.257076441904
TMEM192	0.103821243910588	0.741457903878984	0.884346723322585	457.004245297447	492.258869798306
AAGAB	0.076411153346743	0.741508595310649	0.884350657580002	1240.10998645703	1308.27097186053
KIAA1217	-0.104676621805021	0.741651931304063	0.8844650756141	1860.65951926347	1729.55444880087
TNPO3	-0.0595426208612638	0.74195146549144	0.88459615015464	1744.46867747764	1676.80316209832
AEN	-0.0657945899331126	0.742051881451975	0.884659347552635	381.882572678365	366.117405100496
CITED4	-0.209351860352932	0.742260564500224	0.884758277362604	75.5288363222601	65.3055473810569
HSPBAP1	-0.0865051989450778	0.742277107830202	0.884758277362604	233.846998944813	220.266476225399
COPS4	0.0836536817383078	0.742693525474227	0.884858969821803	782.90026263308	830.238300691859
CREB3	-0.0874742347224446	0.742567452199816	0.884858969821803	363.648316566492	340.450665795204
IGHV1-58	-0.392755117359198	0.742433738097993	0.884858969821803	34.9530448872316	539.016116470487
KLHL18	0.0783376919879445	0.742523507295788	0.884858969821803	365.159844551654	386.527718695536
ZXDA	0.0924111696302816	0.742516525704089	0.884858969821803	222.640934481383	235.622482162016
CAPRIN1	0.0855694415606927	0.742866210446389	0.884951703711033	6373.97511458279	6763.55614137596
KIF27	-0.109021167680915	0.742820549788145	0.884951703711033	309.012591755313	287.146206003195
GSKIP	0.121146679811105	0.7431671814166	0.885190201138913	944.970023853606	1017.00388271403
POLE4	-0.084145734527899	0.743256166744077	0.885190201138913	325.149929842613	308.034698489054
ZNF552	-0.0786406898443114	0.743210954712221	0.885190201138913	240.744908448871	223.607973195689
RBM39	0.0605991914832168	0.743386632258929	0.885232581873109	4063.84019892017	4239.68870899714
RER1	-0.0489264055391169	0.743608546338295	0.885440334035645	1305.05303674615	1261.08235970695
MID2	-0.10346111488565	0.743762026853924	0.885566578681356	503.358202831528	470.352493543441
TCF20	-0.057173343689041	0.743880156311855	0.885594214417456	2127.15877257902	2046.6922023466
RSAD1	0.0646076386036326	0.74421900606202	0.885941094297754	219.93583655612	229.057603918382
MCOLN1	-0.114477599300337	0.744450132020461	0.886159700402004	81.3366703154342	73.5994191320672
POP4	0.0611392195963186	0.7449713540243	0.886177547201836	416.87568388572	436.380276059299
SYNC	-0.142203485310871	0.744973062439276	0.886177547201836	186.201159584307	169.397506616112
LARP1	-0.0865433257164652	0.74548170059898	0.886482162170255	2933.73351573649	2764.72271222508
PTHLH	0.273870946305308	0.745528647960226	0.886482162170255	1054.66356724757	1275.64130559268
TSC22D2	0.100766196366841	0.745458918820516	0.886482162170255	1151.95221847717	1236.05695931278
CXCL17	-0.301108402069257	0.74581874716221	0.886770601634181	319.508142963592	259.481786587784
TRIM35	-0.0741744536383818	0.745917924049945	0.886832014193818	410.490615180107	390.440891866886
RSL24D1	0.0939233856903584	0.746084579431375	0.886973639920327	1976.19360510038	2110.16913799228
BABAM1	-0.0683378595039905	0.746243123619403	0.887017965225569	527.105431719312	504.534152508396
CMC1	0.084891796625041	0.746461902946172	0.887139615882783	147.844736101495	151.155874882046
SAR1B	0.0818035032363886	0.746640594111555	0.887149578981532	2136.27942642715	2259.73643758722
ADNP	-0.0744972736026275	0.747085773165749	0.887362047559271	3683.68527359731	3500.39356579849
C2CD5	0.0844976512396583	0.747165014428357	0.887362047559271	1155.76067343382	1224.60102046945
PACSIN2	-0.0635001937005672	0.747267267703451	0.887362047559271	877.192039195017	832.396307391654
RBM34	0.0623463026242012	0.746950479689289	0.887362047559271	849.430896700548	889.357511553254
RPL23AP42	0.0905712121584767	0.747085656522848	0.887362047559271	3385.53735539525	3606.84794505071
TMEM263	0.108392872490377	0.747126226825687	0.887362047559271	1236.16685547872	1331.22411948844
CD63-AS1	0.0968896497480508	0.747703052022632	0.887540645721521	46.4821115271745	50.0955507690071
DAPK2	0.118238274962798	0.747612882330353	0.887540645721521	126.591120766696	134.239022723987
PFDN1	-0.0498409251594984	0.747573301086504	0.887540645721521	552.916281637591	535.885560936509
TCEAL1	0.098608519870519	0.747679830175272	0.887540645721521	162.656346593548	176.064001305543
CDK5R1	0.135425332693688	0.747890735061663	0.88765049715371	260.815526329666	288.024849550442
SELENOT	-0.1031757343379	0.748194235663419	0.887897763767451	2956.46809922965	2752.63107903433
ANKRD29	0.127466537253681	0.748522373842947	0.887913938651576	172.871587788673	190.09608232557
CD2AP	0.0697286063129422	0.748458655295249	0.887913938651576	2589.16152793036	2712.19598917278
PMS1	-0.0753508567060392	0.748266028808699	0.887913938651576	593.729120028233	564.345857596
PPP1CA	-0.0871494192533953	0.748423267865315	0.887913938651576	1603.58029887528	1507.04757186991
THAP5	-0.0771884712775393	0.748307971122858	0.887913938651576	969.932899232251	920.626725172399
RN7SL587P	-0.188238585881001	0.749035808611428	0.888288081705607	15.1081395247021	9.22583784062036
GTF2IRD2B	-0.0824081216743008	0.749455605267217	0.888321122818923	297.747963303507	280.354091675648
R3HCC1L	-0.0578328718008516	0.749474114926581	0.888321122818923	640.50566778098	613.198933917069
SIL1	-0.0725911368940215	0.749238824765822	0.888321122818923	340.984811475566	322.717192244794
SLC2A9	-0.123640448853805	0.749223221392882	0.888321122818923	172.442935646842	159.345142427477
TMEM245	-0.0645400483246785	0.749410530835755	0.888321122818923	2204.06643422146	2110.38559789353
ZNF280D	0.0775352292019298	0.749503095265869	0.888321122818923	974.768850489617	1029.46030072947
ANP32B	-0.0839989262272393	0.749634190254357	0.888339608401888	596.441275095462	562.77516296524
COA1	-0.0688789861788259	0.749573599641737	0.888339608401888	457.658620960857	436.11233437386
FADD	0.159086741085416	0.749661511977735	0.888339608401888	873.791371587238	976.230601638458
TTC4	0.0691520698830341	0.749907164068228	0.888517853928068	498.345547286362	525.930606182254
ZNF529	0.110021886590573	0.750039788164382	0.888618568072849	346.217599667908	373.79407545593
ADAMTS4	0.154802538513425	0.750424186691185	0.88896110485383	248.151452876259	276.933747583395
ATP9B	0.0694139943617996	0.751182630402874	0.889137425090264	456.719419589232	478.454108525038
CDC5L	0.0607256693954472	0.750994509135676	0.889137425090264	1929.92268781673	2015.82887005968
GMIP	0.131921126161822	0.751236865120896	0.889137425090264	171.581972637168	185.000109465248
RAD23B	-0.0695389087884921	0.751086218815189	0.889137425090264	5106.29337732991	4869.19888632891
RASA1	0.0707856532825715	0.751004728682333	0.889137425090264	1039.74164591533	1093.23228127187
UXT	0.0822043936434042	0.751335419015181	0.889137425090264	530.128039455048	561.128106841654
XKR9	-0.187463921738381	0.75129090652227	0.889137425090264	145.101879763422	126.02331691357
AKAP9	0.0800379190464448	0.75140113518455	0.889154625569429	5256.84392611884	5551.88343966145
DCTN2	-0.0573154445514873	0.751512502647082	0.889154625569429	1413.07147779909	1356.07585081906
TRIT1	-0.0873605305428647	0.751656328554875	0.889235217830087	625.683393784985	439.011652051474
YBEY	0.0844271838108705	0.751924268000633	0.889331454079168	62.1926349343656	65.8686085739918
ANKIB1	0.0505493744963849	0.752116883203414	0.889337427911196	2111.6805468286	2189.48182239889
PIGF	-0.0852510787421333	0.752125374005429	0.889337427911196	283.057646077038	264.854237401615
PPFIBP2	0.096333717204372	0.752171665985771	0.889337427911196	630.930965695671	674.415071193561
STX5	0.057931097553735	0.75207698580123	0.889337427911196	433.904130480398	449.619938123245
C21orf91	0.0961005054943211	0.752701453828608	0.88945659733024	1163.23775137111	1245.30155682486
EEF1AKMT2	-0.0663331021231134	0.752450259697091	0.88945659733024	479.068187833197	457.388343495457
PCBP2	0.0748648390475181	0.752682489157753	0.88945659733024	3982.522606571	4194.82201482505
THAP9-AS1	-0.08991349755478	0.752621585693674	0.88945659733024	747.048999993109	703.068907461277
PEX6	0.103649840033171	0.753006843130996	0.88964845465521	241.511994719851	259.396670283357
RCHY1	0.0836945020231098	0.753479939549614	0.890094686755875	536.116592400896	564.926648751954
TGDS	0.0784380757479151	0.753562940064131	0.890136384224643	229.405703870959	239.383103769765
S100A16	-0.140545035897787	0.753706533886371	0.890249646937566	3165.84560266853	2872.3843739222
EEF1B2P6	0.116770225031794	0.754065525748079	0.890617299225214	22.9669141522419	24.1977252918303
NSFL1C	0.0606564693190728	0.754214963730013	0.89068104697184	876.105165711029	917.620765422224
TMLHE	0.0904848348485899	0.754398704676625	0.890775155921658	397.987775707531	424.433290711179
RPS6KC1	-0.0655539529861532	0.75451932793196	0.890814973692525	973.607402017427	932.552557788864
LSM14A	0.0544805388898779	0.755008254080834	0.891272570751643	2295.9472348089	2389.10967853039
SCLY	-0.11002112128561	0.755352587265455	0.891460330047018	100.325117385576	92.7033253347781
ULBP3	-0.144137942769568	0.755326947255179	0.891460330047018	184.029763216337	167.424800516895
CCDC25	0.0701723920326616	0.755403405243649	0.891463922454243	668.347197509303	703.030450121422
MRPL52	-0.0717653671830061	0.755453314497429	0.891466442074371	305.601322474196	291.545113107669
NDUFAF3	0.0910032562114369	0.755523709279551	0.891493133625675	134.99076205731	143.997556176886
TRMT112	0.0908230496125608	0.756014825879619	0.891959828712297	1173.36664084183	1251.88198163424
UBE2K	0.0755205805122556	0.75617262406404	0.891976810483278	1985.27559918434	2091.9489155011
XRCC4	-0.061725931331384	0.756081509013392	0.891976810483278	250.630521857775	241.419315603643
CNTLN	-0.0930942877949863	0.756541336780971	0.891981055972875	574.478200155908	539.805804003327
FUT3	-0.245127470064319	0.756470213483671	0.891981055972875	213.064113056396	178.586295078927
GOLGA8N	0.111673821631829	0.756319464975184	0.891981055972875	227.923630093008	245.714981579817
NRIP1	0.122218392134746	0.756510375956843	0.891981055972875	5464.40798915355	5948.34616218471
OSCP1	-0.101922368685609	0.75656648834748	0.891981055972875	47.5375924076085	43.2226889092902
PIGY	0.0898559951488405	0.756702042660804	0.891981055972875	654.366569508881	695.986145188215
PYURF	0.0898559951488405	0.756702042660804	0.891981055972875	654.366569508881	695.986145188215
SIAE	0.106406958555157	0.756553943934977	0.891981055972875	494.33106970506	345.027984906886
ZNF844	0.173851379177337	0.756269419638275	0.891981055972875	204.571348685068	229.345800832431
POLE3	-0.0816612522106712	0.756935912122417	0.892159093101449	1361.80029848291	1288.94150612839
TESK2	-0.0804684126976136	0.756996512383453	0.892159093101449	191.669333214021	182.088287483936
B3GALNT2	0.0662533504312933	0.757298399364477	0.892402155487283	1478.66823215379	1551.35927423977
RPL12P4	0.0950409294362878	0.757450444466646	0.892468604770323	184.577217672189	195.496884993328
CCAR1	0.0626970323639456	0.758059270129764	0.892678655851407	1633.67063020391	1705.43268055122
CLMN	-0.14246474038616	0.7578648401703	0.892678655851407	639.725589365788	576.878471522925
PGM2L1	0.139577141441473	0.757899209007998	0.892678655851407	1028.39736488957	1132.07122369766
PPIB	-0.0693899356064204	0.758024083991298	0.892678655851407	3104.78904821832	2958.81036961588
RPL10P9	0.098680376840675	0.757741497250149	0.892678655851407	149.581019895873	156.521495111813
RPL35A	-0.113249900981505	0.757801435764095	0.892678655851407	12303.2541841735	11375.5594688123
ZNF362	-0.0882931936236643	0.757966895052068	0.892678655851407	198.578616182169	188.145759122075
ISY1-RAB43	-0.107801909802669	0.758312787721821	0.892844935623723	349.54128819891	325.661056535078
POP1	-0.0723412376161509	0.758344018472689	0.892844935623723	263.518284213963	251.516592136987
RPL13A	0.0922216240142023	0.758657894370049	0.893101779631891	13838.150650287	14751.3770920595
SNORA80A	-0.114532466483403	0.758635758646588	0.893101779631891	146.932416263135	132.908553627875
C11orf71	0.0899959139202271	0.758896712652939	0.893270211196861	88.9725965239276	93.2355774801001
CLDN1	-0.184584553615782	0.759094620813234	0.893304733286971	5487.50826873505	4829.29322838628
KLK8	-0.399033701495978	0.759219091884362	0.893304733286971	266.145887040654	201.887441420982
PDZD8	-0.08276098176449	0.759068253506172	0.893304733286971	2087.10360258821	1970.87354972738
RNF144A	0.0998724061692487	0.759149102684158	0.893304733286971	621.566839243269	668.225262924791
SAE1	-0.0725095497783309	0.759102933680905	0.893304733286971	1592.41036969843	1517.13603728041
SLC35B1	0.0599813298996735	0.759169505985788	0.893304733286971	515.597409910333	538.996922398752
ELL3	-0.123126221315108	0.759402474435673	0.893324050347468	119.468111733725	107.389846338858
TTC33	-0.0676190545617944	0.759421190281988	0.893324050347468	563.914626400753	537.309131299561
DMXL1	0.0692162865337029	0.759850182684913	0.893716004342923	2617.70084175136	2744.27732491897
ADIPOR2	-0.0614243151826485	0.759962061246416	0.893727280869285	2086.32622819049	2000.40095109607
ASB13	-0.0707293445893485	0.760036215373811	0.893727280869285	262.686392302395	248.694524955583
TGM1	-0.295833545085652	0.760193525847874	0.893727280869285	961.82993724417	783.646381294652
RPL3P4	-0.100856444320459	0.760385607339627	0.89388549619437	704.44598723447	656.118005249899
PPP1R3D	-0.0698732561264254	0.760605538511158	0.893928282963923	419.733940016421	401.871801852593
DCBLD2	0.117614566046779	0.760889486212032	0.894149367889447	1739.94609425868	1889.31085334581
EIF2B3	0.0501087350939942	0.76095093348183	0.894165265665676	426.042222612767	442.716442502784
ZFC3H1	-0.0910157189370914	0.761427510327046	0.894499958618905	1441.67731808223	1352.41940474109
DOK4	-0.120793724677533	0.761542043035652	0.894578188419595	264.475808463454	240.27563605363
DEPP1	-0.17946083949112	0.761874241353799	0.894604468269738	503.922920653723	445.366641673897
NOL6	-0.108727525162432	0.761656482988171	0.894604468269738	786.558573340704	728.780259567334
SLC44A3	-0.139378118314417	0.761825011095651	0.894604468269738	164.50653942107	144.125701039984
SMARCAD1	0.0765282442515538	0.761900011240229	0.894604468269738	1381.00060197337	1456.23071262174
ZNF181	0.078893884524139	0.761897473256859	0.894604468269738	307.158974032455	324.25563678974
BBOX1	0.278002250049546	0.762019357842406	0.894664411943398	252.605397073065	306.721877545037
RHNO1	0.0672452106361875	0.76229341041011	0.894784867475162	500.09218973355	526.249792719546
CHST3	-0.121358216404327	0.762391808966433	0.894787795164075	843.471321631319	776.420267060096
FAM120AOS	0.0603077917046056	0.76264388669224	0.895027353816176	740.121760988359	772.513528208609
MOB3B	-0.117942041963288	0.762692058050485	0.895027595951327	510.027908408267	468.443744186712
OBI1	0.0629978727121585	0.763025146842902	0.895224571536645	639.287905553854	669.341726968601
RAB11FIP5	-0.0944660933147568	0.762965271259613	0.895224571536645	412.782797620345	386.741165686921
RAB7B	0.138470419134384	0.763051811912666	0.895224571536645	351.24622683019	387.513511083201
AGO3	0.0631417016223854	0.763274220459092	0.895372914676976	1540.36621693335	1610.74535331276
SENP6	0.0558380120893605	0.763406689226353	0.895472015398778	2144.44704873286	2230.80438669456
CHCHD3P3	-0.0712769834066156	0.763479616124032	0.895501265753626	21.9619114261409	21.071926710009
INTS15	-0.0849513992538408	0.763681067545695	0.895599182596964	142.572811152771	134.372438964082
LINC03015	0.111111151568797	0.763635654520232	0.895599182596964	82.2328394019727	90.0833050106175
CCDC93	0.05878953161635	0.764170849044009	0.895650623170682	1123.66212992543	1172.49695106404
DHX8	-0.0402356816294552	0.764182935235822	0.895650623170682	1482.41704974256	1442.95422019617
PARM1	-0.196918241117438	0.764130829981389	0.895650623170682	766.763772956854	663.185410472337
PARP4	0.0806955471510377	0.763994615454304	0.895650623170682	2336.0403258979	2461.73636428241
PREP	0.0598980659805958	0.763944521556221	0.895650623170682	799.784703475965	827.155370421838
DKK1	-0.2476065407795	0.764485694551819	0.895650845119597	289.708178430463	161.63575796782
HMOX2	-0.0913109714240212	0.764331505711021	0.895650845119597	539.405553468175	507.376821074347
IL36RN	0.358457127551567	0.764452230316043	0.895650845119597	407.97983631061	522.898042928256
PRPSAP1	0.073586253531412	0.764519113669075	0.895650845119597	631.649354996455	664.873802236486
RPS2P5	0.112406307738877	0.764482436229226	0.895650845119597	896.13843609725	969.838814044191
BBS1	-0.0820204508819342	0.764777081307023	0.895840329082563	148.145434511917	138.47389648869
BCAP29	-0.0781318748986388	0.764786141568402	0.895840329082563	1210.87322641716	1145.78364615751
CALM2P2	0.127813628998887	0.764834968769185	0.895840329082563	18.8799207194431	21.1274553114684
MFGE8	-0.104964523377732	0.764901044612527	0.895840329082563	478.25049872559	445.222849955069
ZNF37A	-0.0765224993313774	0.764980490348902	0.895840329082563	1050.21348957996	997.045216472077
SNORA11F	0.187124276082257	0.765282575321832	0.895920385027265	4.69272724584691	4.64481929728056
RASGEF1A	0.208989185329614	0.765596544099823	0.896026319115712	116.162326631719	134.636519497108
TMEM126A	-0.103702999537749	0.76563020748027	0.896026319115712	277.963272686102	257.960292403388
WHAMM	0.0607037358567962	0.765645949870392	0.896026319115712	297.065343541196	307.461568905556
ZFYVE9	-0.0796636670229309	0.765828827650121	0.896172452273376	984.592853318111	933.169070589652
CFAP251	-0.153619815371838	0.766485737594877	0.896520319554141	302.553302375915	272.601476923006
GOLPH3L	-0.068090092639092	0.766482077281163	0.896520319554141	891.615442087853	844.150625529217
L3MBTL2	-0.061948604910944	0.76639496992413	0.896520319554141	475.146761146553	453.393822838554
NFU1	0.0700533760026316	0.766399253004359	0.896520319554141	258.542579047245	270.568873629504
RPS27L	0.0867494763801956	0.766321770150349	0.896520319554141	1054.38909791565	1116.10047521716
AKTIP	0.0715870623469024	0.766718614316597	0.89665137522861	515.404748624353	542.535044113276
YARS2	-0.0600303070508275	0.766933562685099	0.896734148737636	358.556804130769	342.89235022681
LAMP5	0.221171129944082	0.767221644741187	0.896808236599365	110.53589792222	129.284284882928
PTRHD1	-0.0943518470691923	0.767195436987245	0.896808236599365	191.001871958544	178.807186337882
HOTAIRM1	0.11613842548817	0.76730411269533	0.896830237575625	27.7817944767023	30.6445482582412
RPP25L	-0.0939985094085148	0.767614237663215	0.89685565555041	178.171009621682	166.24027929936
SPATA6	-0.127760078967571	0.767607407135303	0.89685565555041	145.33526345468	130.882708532313
STARD5	-0.111190012788808	0.767598269048481	0.89685565555041	242.66272526694	225.116811077174
STON1	0.137507627118317	0.767453405900281	0.89685565555041	543.764353244726	599.115967153951
PSMB3	-0.0671952761756051	0.767791516953534	0.896950460549236	1471.37976103546	1405.41620369108
SERTAD2	0.079775232184324	0.767780240312247	0.896950460549236	1161.10331113005	1229.72208646497
TP53AIP1	-0.254923802924503	0.767918195907736	0.897042289698156	103.329305380761	86.7332592892951
FBXL4	0.0696058775223835	0.768278042212622	0.897406464330988	1183.12175229876	1241.71778649489
LIMK1	0.10042224315252	0.768390164411471	0.897430088717675	303.659911945871	326.250084203558
LITATS1	-0.0909360358271441	0.768555868237643	0.897430088717675	66.9181444099964	63.0077386542945
N4BP2L2-IT2	-0.132738057814222	0.768441640830149	0.897430088717675	207.959006279183	190.188967187367
NAMPT	-0.103890640685109	0.768510978984997	0.897430088717675	5522.3613650111	5137.91639093289
TMEM208	-0.0764854036150535	0.768664984135279	0.897430088717675	254.252559552079	239.689625090916
TMEM30A	0.0688236989174919	0.768669015690927	0.897430088717675	5840.8912577176	6125.40897146607
ZBTB6	-0.0676838336186623	0.768683017576345	0.897430088717675	767.407608650082	731.65332714687
ZFP14	-0.103538229755166	0.768607252468698	0.897430088717675	379.650791205961	353.114144408404
TBC1D16	0.103531394775097	0.768798591598795	0.897508866318414	522.742883561354	562.069743272803
PCNP	-0.0686854180355356	0.769003161365584	0.897691522745186	2743.08033761043	2617.1206324822
RGPD6	-0.152912263543662	0.769055870219705	0.897696893425479	701.071436600455	630.525517354696
PDIK1L	-0.0808585548522997	0.769141278925492	0.897713527239113	735.072739094173	696.235547085716
LMAN2L	0.0662107582616933	0.769325545733087	0.89783409368472	418.065665057356	440.674343219139
TRADD	-0.0828364425602718	0.769365871276456	0.89783409368472	213.805150870313	202.053747862843
RIF1	-0.0653239581829916	0.769689629948342	0.898155743532992	5210.18384165451	4981.84528398854
HSPA2	-0.162918860423274	0.769878017028043	0.898319397057484	842.198331796749	752.525388044471
SIPA1	-0.124349033767062	0.770135061662813	0.898394614317836	153.147600032117	139.970274537766
CLCA4	-0.300317365928705	0.770201509054953	0.898415962928388	1859.7492943467	1509.63198867901
ENTPD7	0.0874957803632461	0.77038494273415	0.898546610495622	1154.99791676993	1226.75618294878
LEPR	-0.155073062309702	0.770554279804445	0.898546610495622	834.760130914808	520.461014732145
PRXL2A	0.113029237642673	0.770421918438918	0.898546610495622	2794.09716051603	3023.33984665471
RNF115	0.067980475496708	0.77051392204636	0.898546610495622	1013.13609285974	1062.75960879129
FERMT2	0.14109513209067	0.770822406369318	0.898690160802797	665.507551967499	734.626012714053
NMT2	0.0820197778366437	0.770918188851574	0.898690160802797	342.550524196408	362.1613140723
C9orf72	-0.085196381418601	0.77143076618505	0.898957601026303	550.72483269562	517.139484300406
RBMX2	-0.0519475142409281	0.771336327000196	0.898957601026303	430.323375091201	418.554977905898
SCARNA18	0.17592314774283	0.771265600709475	0.898957601026303	8.77768842674729	7.53548613746585
TFAP2C	-0.119232599340623	0.77143665944449	0.898957601026303	895.292598246098	825.444743758421
ADAM9	0.0771795273448799	0.771858347060995	0.899281599481331	3757.45582066611	3963.55364722263
ANO6	0.095582623921088	0.772071267090806	0.899281599481331	3231.4356881154	3455.25818632511
THEM4	-0.0967527169475475	0.771950009629979	0.899281599481331	223.925552211326	209.915233753292
TIMP1	0.165924299319082	0.772012232554915	0.899281599481331	1164.08417924681	1305.38458436466
